,song,analysis_url,track_href,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,global,global_100,global_top,popularity
274,Reality - Radio Edit,https://api.spotify.com/v1/audio-analysis/3GeeyHU1Q6xjyeXjRAjBoo,https://api.spotify.com/v1/tracks/3GeeyHU1Q6xjyeXjRAjBoo,spotify:track:3GeeyHU1Q6xjyeXjRAjBoo,Lost Frequencies,0.0206,0.731,158474,0.639,1.29e-05,9,0.0789,-6.597,1,0.0359,122.08,0.527,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,63
275,Stronger,https://api.spotify.com/v1/audio-analysis/6C7RJEIUDqKkJRZVWdkfkH,https://api.spotify.com/v1/tracks/6C7RJEIUDqKkJRZVWdkfkH,spotify:track:6C7RJEIUDqKkJRZVWdkfkH,Kanye West,0.00728,0.625,311867,0.726,0.0,10,0.318,-7.731,0,0.155,103.98,0.483,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,78
276,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix / Radio Edit,https://api.spotify.com/v1/audio-analysis/6PUIzlqotEmPuBfjbwYWOB,https://api.spotify.com/v1/tracks/6PUIzlqotEmPuBfjbwYWOB,spotify:track:6PUIzlqotEmPuBfjbwYWOB,Lana Del Rey,0.0153,0.564,214912,0.8109999999999999,8.72e-06,1,0.125,-5.734,0,0.0513,126.007,0.114,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,71
277,Paradise,https://api.spotify.com/v1/audio-analysis/6nek1Nin9q48AVZcWs9e9D,https://api.spotify.com/v1/tracks/6nek1Nin9q48AVZcWs9e9D,spotify:track:6nek1Nin9q48AVZcWs9e9D,Coldplay,0.0522,0.449,278719,0.585,8.49e-05,5,0.0833,-6.7620000000000005,1,0.0268,139.627,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,79
278,Jealous - Remix,https://api.spotify.com/v1/audio-analysis/5NQJnRpJHRaupdegphntQT,https://api.spotify.com/v1/tracks/5NQJnRpJHRaupdegphntQT,spotify:track:5NQJnRpJHRaupdegphntQT,Nick Jonas,0.0108,0.688,222187,0.7120000000000001,0.0,11,0.45799999999999996,-3.573,0,0.0683,93.027,0.479,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,65
279,I Know What You Did Last Summer,https://api.spotify.com/v1/audio-analysis/7M9t7BCy51ITF8IMyiemzk,https://api.spotify.com/v1/tracks/7M9t7BCy51ITF8IMyiemzk,spotify:track:7M9t7BCy51ITF8IMyiemzk,Shawn Mendes,0.11599999999999999,0.6920000000000001,223827,0.782,0.0,9,0.152,-4.588,0,0.0861,113.881,0.6970000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,57
280,Danza Kuduro,https://api.spotify.com/v1/audio-analysis/2a1o6ZejUi8U3wzzOtCOYw,https://api.spotify.com/v1/tracks/2a1o6ZejUi8U3wzzOtCOYw,spotify:track:2a1o6ZejUi8U3wzzOtCOYw,Don Omar,0.0813,0.467,198773,0.92,0.0,0,0.0494,-4.78,1,0.239,130.012,0.8490000000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,True,False,False,74
281,Lips Are Movin,https://api.spotify.com/v1/audio-analysis/6gj08XDlv9Duc2fPOxUmVD,https://api.spotify.com/v1/tracks/6gj08XDlv9Duc2fPOxUmVD,spotify:track:6gj08XDlv9Duc2fPOxUmVD,Meghan Trainor,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,0.95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,69
282,Skinny Love,https://api.spotify.com/v1/audio-analysis/4RL77hMWUq35NYnPLXBpih,https://api.spotify.com/v1/tracks/4RL77hMWUq35NYnPLXBpih,spotify:track:4RL77hMWUq35NYnPLXBpih,Birdy,0.9520000000000001,0.379,201080,0.29,0.00106,4,0.11800000000000001,-8.485,1,0.051,166.467,0.16899999999999998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,78
283,Renegades,https://api.spotify.com/v1/audio-analysis/0fYVliAYKHuPmECRs1pbRf,https://api.spotify.com/v1/tracks/0fYVliAYKHuPmECRs1pbRf,spotify:track:0fYVliAYKHuPmECRs1pbRf,X Ambassadors,0.0112,0.4,195199,0.868,0.0685,11,0.27,-5.9879999999999995,0,0.203,180.261,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,71
284,Capsize,https://api.spotify.com/v1/audio-analysis/2XMTqoHHSH0lvuXrvIEdco,https://api.spotify.com/v1/tracks/2XMTqoHHSH0lvuXrvIEdco,spotify:track:2XMTqoHHSH0lvuXrvIEdco,FRENSHIP,0.0398,0.6829999999999999,237707,0.708,0.155,5,0.6859999999999999,-6.244,0,0.0305,92.991,0.355,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,78
285,Once In a While,https://api.spotify.com/v1/audio-analysis/6cREm4bV7V79Yxdilx9HDo,https://api.spotify.com/v1/tracks/6cREm4bV7V79Yxdilx9HDo,spotify:track:6cREm4bV7V79Yxdilx9HDo,Timeflies,0.00758,0.7859999999999999,215160,0.687,0.0,0,0.619,-5.914,1,0.141,105.021,0.345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,71
286,Kill Em With Kindness,https://api.spotify.com/v1/audio-analysis/1QNoKVgA758HFLu3TW2q7R,https://api.spotify.com/v1/tracks/1QNoKVgA758HFLu3TW2q7R,spotify:track:1QNoKVgA758HFLu3TW2q7R,Selena Gomez,0.00755,0.7490000000000001,217907,0.8809999999999999,7.809999999999999e-05,10,0.0974,-5.4460000000000015,0,0.0449,120.03399999999999,0.337,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,71
287,Wild Things,https://api.spotify.com/v1/audio-analysis/2ZyuwVvV6Z3XJaXIFbspeE,https://api.spotify.com/v1/tracks/2ZyuwVvV6Z3XJaXIFbspeE,spotify:track:2ZyuwVvV6Z3XJaXIFbspeE,Alessia Cara,0.0183,0.741,188493,0.627,0.0,1,0.0909,-4.816,0,0.0894,108.016,0.708,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,69
288,Smells Like Teen Spirit,https://api.spotify.com/v1/audio-analysis/5ghIJDpPoe3CfHMGu71E6T,https://api.spotify.com/v1/tracks/5ghIJDpPoe3CfHMGu71E6T,spotify:track:5ghIJDpPoe3CfHMGu71E6T,Nirvana,2.860000000000001e-05,0.516,301920,0.9059999999999999,0.000101,1,0.105,-4.525,1,0.0658,116.775,0.728,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,77
289,Some Nights,https://api.spotify.com/v1/audio-analysis/6t6oULCRS6hnI7rm0h5gwl,https://api.spotify.com/v1/tracks/6t6oULCRS6hnI7rm0h5gwl,spotify:track:6t6oULCRS6hnI7rm0h5gwl,fun.,0.0178,0.672,277040,0.738,6.75e-05,0,0.0927,-7.045,1,0.0506,107.93799999999999,0.392,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,72
290,Hold My Hand,https://api.spotify.com/v1/audio-analysis/1i1rNVtxbE7rdFfpHuNq2j,https://api.spotify.com/v1/tracks/1i1rNVtxbE7rdFfpHuNq2j,spotify:track:1i1rNVtxbE7rdFfpHuNq2j,Jess Glynne,0.00159,0.642,227344,0.823,0.0,0,0.0776,-5.7170000000000005,1,0.0289,122.977,0.431,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,70
291,Sex on Fire,https://api.spotify.com/v1/audio-analysis/0ntQJM78wzOLVeCUAW7Y45,https://api.spotify.com/v1/tracks/0ntQJM78wzOLVeCUAW7Y45,spotify:track:0ntQJM78wzOLVeCUAW7Y45,Kings of Leon,0.00172,0.542,203347,0.905,0.0104,9,0.136,-5.653,1,0.054000000000000006,153.398,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,79
292,Best Day Of My Life,https://api.spotify.com/v1/audio-analysis/5Hroj5K7vLpIG4FNCRIjbP,https://api.spotify.com/v1/tracks/5Hroj5K7vLpIG4FNCRIjbP,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,American Authors,0.0629,0.6729999999999999,194240,0.902,0.000174,2,0.0552,-2.378,1,0.0347,100.016,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,70
293,It's Time,https://api.spotify.com/v1/audio-analysis/6BtmXhTJMM9sBTHeYYASGz,https://api.spotify.com/v1/tracks/6BtmXhTJMM9sBTHeYYASGz,spotify:track:6BtmXhTJMM9sBTHeYYASGz,Imagine Dragons,0.0178,0.6559999999999999,237987,0.879,0.0,2,0.109,-4.614,1,0.0362,104.99700000000001,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,68
294,Story of My Life,https://api.spotify.com/v1/audio-analysis/4nVBt6MZDDP6tRVdQTgxJg,https://api.spotify.com/v1/tracks/4nVBt6MZDDP6tRVdQTgxJg,spotify:track:4nVBt6MZDDP6tRVdQTgxJg,One Direction,0.225,0.6,245493,0.6629999999999999,0.0,3,0.11900000000000001,-5.8020000000000005,1,0.0477,121.07,0.28600000000000003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,77
295,Often,https://api.spotify.com/v1/audio-analysis/5SqSckut3FcoQKmGkMWgp1,https://api.spotify.com/v1/tracks/5SqSckut3FcoQKmGkMWgp1,spotify:track:5SqSckut3FcoQKmGkMWgp1,The Weeknd,0.22899999999999998,0.5710000000000001,249040,0.612,0.0,7,0.127,-9.851,0,0.045,133.995,0.0812,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,71
296,Scream & Shout,https://api.spotify.com/v1/audio-analysis/054ue8u2erwwGNgSIZLEPq,https://api.spotify.com/v1/tracks/054ue8u2erwwGNgSIZLEPq,spotify:track:054ue8u2erwwGNgSIZLEPq,will.i.am,0.0453,0.782,284413,0.617,0.00018700000000000002,5,0.14300000000000002,-7.385,1,0.0535,130.032,0.495,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,47
297,Rap God,https://api.spotify.com/v1/audio-analysis/7xB3TwyZMOnKcF50RIXh5b,https://api.spotify.com/v1/tracks/7xB3TwyZMOnKcF50RIXh5b,spotify:track:7xB3TwyZMOnKcF50RIXh5b,Eminem,0.397,0.6859999999999999,363521,0.845,0.0,7,0.7859999999999999,-2.679,1,0.32799999999999996,73.971,0.612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,59
298,Bangarang (feat. Sirah),https://api.spotify.com/v1/audio-analysis/6VRhkROS2SZHGlp0pxndbJ,https://api.spotify.com/v1/tracks/6VRhkROS2SZHGlp0pxndbJ,spotify:track:6VRhkROS2SZHGlp0pxndbJ,Skrillex,0.0145,0.716,215253,0.972,3.2200000000000003e-05,7,0.317,-2.302,1,0.196,110.02600000000001,0.5760000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,72
299,Cool for the Summer,https://api.spotify.com/v1/audio-analysis/2zFF6jG5hQArbzcXz3KUWk,https://api.spotify.com/v1/tracks/2zFF6jG5hQArbzcXz3KUWk,spotify:track:2zFF6jG5hQArbzcXz3KUWk,Demi Lovato,0.00506,0.584,214740,0.614,9.7e-05,5,0.0802,-5.5870000000000015,0,0.0363,114.075,0.28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,68
300,Final Song,https://api.spotify.com/v1/audio-analysis/4qqArAiTPueDxIp7cf87h7,https://api.spotify.com/v1/tracks/4qqArAiTPueDxIp7cf87h7,spotify:track:4qqArAiTPueDxIp7cf87h7,MØ,0.013999999999999999,0.695,235827,0.672,8.44e-05,1,0.0756,-6.109,0,0.0345,104.988,0.245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,True,False,False,77
301,I'll Show You,https://api.spotify.com/v1/audio-analysis/0SNIAtRCPVVLoGEPcuHSIc,https://api.spotify.com/v1/tracks/0SNIAtRCPVVLoGEPcuHSIc,spotify:track:0SNIAtRCPVVLoGEPcuHSIc,Justin Bieber,0.0427,0.314,199947,0.611,6.28e-05,9,0.184,-6.691,0,0.129,191.447,0.0604,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,65
302,Lovers on the Sun (feat. Sam Martin),https://api.spotify.com/v1/audio-analysis/16SsiQFVS2ZyxqqF5OB7m8,https://api.spotify.com/v1/tracks/16SsiQFVS2ZyxqqF5OB7m8,spotify:track:16SsiQFVS2ZyxqqF5OB7m8,David Guetta,0.0932,0.645,203520,0.8909999999999999,3.88e-06,6,0.379,-2.505,0,0.0387,124.915,0.568,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,39
303,Young And Beautiful,https://api.spotify.com/v1/audio-analysis/2nMeu6UenVvwUktBCpLMK9,https://api.spotify.com/v1/tracks/2nMeu6UenVvwUktBCpLMK9,spotify:track:2nMeu6UenVvwUktBCpLMK9,Lana Del Rey,0.271,0.307,236053,0.425,3.09e-05,11,0.11,-8.924,0,0.0372,108.693,0.136,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,73
304,Ghost,https://api.spotify.com/v1/audio-analysis/2FiceoWDJ67rrmb5tGBpgE,https://api.spotify.com/v1/tracks/2FiceoWDJ67rrmb5tGBpgE,spotify:track:2FiceoWDJ67rrmb5tGBpgE,Ella Henderson,0.0464,0.682,216107,0.836,3.13e-06,9,0.0797,-3.7769999999999997,1,0.0425,104.98700000000001,0.485,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,65
305,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",https://api.spotify.com/v1/audio-analysis/0lLDaAdXcjOQ7Mf2NXzXay,https://api.spotify.com/v1/tracks/0lLDaAdXcjOQ7Mf2NXzXay,spotify:track:0lLDaAdXcjOQ7Mf2NXzXay,Macklemore & Ryan Lewis,0.0916,0.828,292593,0.609,1.21e-06,1,0.29100000000000004,-4.402,1,0.0694,109.725,0.7070000000000001,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,17
306,Levels - Radio Edit,https://api.spotify.com/v1/audio-analysis/5QjJgPU8AJeickx34f7on6,https://api.spotify.com/v1/tracks/5QjJgPU8AJeickx34f7on6,spotify:track:5QjJgPU8AJeickx34f7on6,Avicii,0.0534,0.605,199904,0.873,0.8370000000000001,1,0.314,-5.938,0,0.0344,126.02600000000001,0.47600000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65
307,Sweater Weather,https://api.spotify.com/v1/audio-analysis/4pGqFOfzvfe6avb9kbZicC,https://api.spotify.com/v1/tracks/4pGqFOfzvfe6avb9kbZicC,spotify:track:4pGqFOfzvfe6avb9kbZicC,The Neighbourhood,0.15,0.695,240040,0.615,0.000212,7,0.0879,-5.325,0,0.042,124.015,0.414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,67
308,Like I Can,https://api.spotify.com/v1/audio-analysis/1nO5In32716zHXUws29ZV0,https://api.spotify.com/v1/tracks/1nO5In32716zHXUws29ZV0,spotify:track:1nO5In32716zHXUws29ZV0,Sam Smith,0.354,0.654,167066,0.629,1.0199999999999999e-05,7,0.124,-6.612,0,0.038,99.956,0.491,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,4
309,Billie Jean,https://api.spotify.com/v1/audio-analysis/5ChkMS8OtdzJeqyybCc9R5,https://api.spotify.com/v1/tracks/5ChkMS8OtdzJeqyybCc9R5,spotify:track:5ChkMS8OtdzJeqyybCc9R5,Michael Jackson,0.0236,0.92,293827,0.654,0.0158,11,0.0359,-3.051,0,0.0401,117.046,0.847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,83
310,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",https://api.spotify.com/v1/audio-analysis/4dASQiO1Eoo3RJvt74FtXB,https://api.spotify.com/v1/tracks/4dASQiO1Eoo3RJvt74FtXB,spotify:track:4dASQiO1Eoo3RJvt74FtXB,Lil Wayne,0.255,0.502,243491,0.7859999999999999,0.0,9,0.65,-4.378,0,0.317,169.021,0.7390000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,True,False,82
311,Starships,https://api.spotify.com/v1/audio-analysis/59RSrxkSKSixEWBAIvE5Wa,https://api.spotify.com/v1/tracks/59RSrxkSKSixEWBAIvE5Wa,spotify:track:59RSrxkSKSixEWBAIvE5Wa,Nicki Minaj,0.16699999999999998,0.748,210627,0.727,0.0,11,0.166,-2.42,0,0.0871,125.014,0.69,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,68
312,Under Control,https://api.spotify.com/v1/audio-analysis/352zfYbDFG8sxkmOAhVeuj,https://api.spotify.com/v1/tracks/352zfYbDFG8sxkmOAhVeuj,spotify:track:352zfYbDFG8sxkmOAhVeuj,Calvin Harris,0.13699999999999998,0.55,184373,0.919,0.00123,8,0.0886,-3.431,1,0.0786,126.065,0.511,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,20
313,Sweet Nothing,https://api.spotify.com/v1/audio-analysis/24LS4lQShWyixJ0ZrJXfJ5,https://api.spotify.com/v1/tracks/24LS4lQShWyixJ0ZrJXfJ5,spotify:track:24LS4lQShWyixJ0ZrJXfJ5,Calvin Harris,0.19699999999999998,0.573,212560,0.929,0.00011200000000000001,8,0.0567,-3.9419999999999997,0,0.109,127.934,0.5820000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,72
314,Holy Grail,https://api.spotify.com/v1/audio-analysis/37jTPJgwCCmIGMPB45jrPV,https://api.spotify.com/v1/tracks/37jTPJgwCCmIGMPB45jrPV,spotify:track:37jTPJgwCCmIGMPB45jrPV,JAY Z,0.0635,0.685,338413,0.539,8.12e-06,2,0.249,-6.9639999999999995,0,0.0908,145.075,0.157,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,2
315,In The End,https://api.spotify.com/v1/audio-analysis/60a0Rd6pjrkxjPbaKzXjfq,https://api.spotify.com/v1/tracks/60a0Rd6pjrkxjPbaKzXjfq,spotify:track:60a0Rd6pjrkxjPbaKzXjfq,Linkin Park,0.0113,0.5529999999999999,219000,0.9,0.0,3,0.322,-4.556,0,0.0584,105.213,0.39799999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,84
316,Wild Ones (feat. Sia),https://api.spotify.com/v1/audio-analysis/5Z7ygHQo02SUrFmcgpwsKW,https://api.spotify.com/v1/tracks/5Z7ygHQo02SUrFmcgpwsKW,spotify:track:5Z7ygHQo02SUrFmcgpwsKW,Flo Rida,0.10099999999999999,0.624,233688,0.889,0.0,5,0.22699999999999998,-3.772,0,0.0504,127.01899999999999,0.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,61
317,Low Life,https://api.spotify.com/v1/audio-analysis/7EiZI6JVHllARrX9PUvAdX,https://api.spotify.com/v1/tracks/7EiZI6JVHllARrX9PUvAdX,spotify:track:7EiZI6JVHllARrX9PUvAdX,Future,0.337,0.722,313547,0.331,0.28300000000000003,8,0.146,-7.789,1,0.0725,143.974,0.102,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,False,False,82
318,Feel So Close - Radio Edit,https://api.spotify.com/v1/audio-analysis/1gihuPhrLraKYrJMAEONyc,https://api.spotify.com/v1/tracks/1gihuPhrLraKYrJMAEONyc,spotify:track:1gihuPhrLraKYrJMAEONyc,Calvin Harris,0.0009720000000000001,0.7070000000000001,206413,0.924,0.00703,7,0.204,-2.842,1,0.031,127.93700000000001,0.919,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,74
319,She Will Be Loved,https://api.spotify.com/v1/audio-analysis/7sapKrjDij2fpDVj0GxP66,https://api.spotify.com/v1/tracks/7sapKrjDij2fpDVj0GxP66,spotify:track:7sapKrjDij2fpDVj0GxP66,Maroon 5,0.0593,0.695,257133,0.684,0.0,0,0.125,-5.403,0,0.0288,102.041,0.515,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,70
320,Hey Ya! - Radio Mix / Club Mix,https://api.spotify.com/v1/audio-analysis/2PpruBYCo4H7WOBJ7Q2EwM,https://api.spotify.com/v1/tracks/2PpruBYCo4H7WOBJ7Q2EwM,spotify:track:2PpruBYCo4H7WOBJ7Q2EwM,OutKast,0.10300000000000001,0.728,235213,0.9740000000000001,0.000532,4,0.175,-2.261,0,0.0665,79.52600000000002,0.965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,77
321,In The Night,https://api.spotify.com/v1/audio-analysis/25KybV9BOUlvcnv7nN3Pyo,https://api.spotify.com/v1/tracks/25KybV9BOUlvcnv7nN3Pyo,spotify:track:25KybV9BOUlvcnv7nN3Pyo,The Weeknd,0.0794,0.317,235653,0.6829999999999999,0.0,7,0.0465,-4.989,1,0.134,167.615,0.5379999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,70
322,I Will Wait,https://api.spotify.com/v1/audio-analysis/3kyxRga5wDGbKdmxXssbps,https://api.spotify.com/v1/tracks/3kyxRga5wDGbKdmxXssbps,spotify:track:3kyxRga5wDGbKdmxXssbps,Mumford & Sons,0.01,0.485,276720,0.735,0.007940000000000001,1,0.213,-5.928999999999999,1,0.0334,131.234,0.456,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,13
323,Yellow,https://api.spotify.com/v1/audio-analysis/3AJwUDP919kvQ9QcozQPxg,https://api.spotify.com/v1/tracks/3AJwUDP919kvQ9QcozQPxg,spotify:track:3AJwUDP919kvQ9QcozQPxg,Coldplay,0.0023899999999999998,0.429,266773,0.6609999999999999,0.00013000000000000002,11,0.23399999999999999,-7.227,1,0.0281,173.365,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,82
324,Animals - Extended,https://api.spotify.com/v1/audio-analysis/6JEntXLt4z98CcDtIH9sU7,https://api.spotify.com/v1/tracks/6JEntXLt4z98CcDtIH9sU7,spotify:track:6JEntXLt4z98CcDtIH9sU7,Martin Garrix,0.0018100000000000002,0.675,303827,0.866,0.746,1,0.415,-6.454,1,0.039,128.007,0.0379,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,61
325,"Hey, Soul Sister",https://api.spotify.com/v1/audio-analysis/0KpfYajJVVGgQ32Dby7e9i,https://api.spotify.com/v1/tracks/0KpfYajJVVGgQ32Dby7e9i,spotify:track:0KpfYajJVVGgQ32Dby7e9i,Train,0.217,0.675,216667,0.885,0.0,1,0.086,-4.4319999999999995,0,0.0436,97.03,0.768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,79
326,Skinny Love,https://api.spotify.com/v1/audio-analysis/2cbic3TiUENlJX91y67ARR,https://api.spotify.com/v1/tracks/2cbic3TiUENlJX91y67ARR,spotify:track:2cbic3TiUENlJX91y67ARR,Bon Iver,0.8440000000000001,0.593,238520,0.263,5.36e-06,4,0.127,-14.029000000000002,0,0.0567,76.37899999999998,0.109,0,0,0,1,0,0,0,0,0,0,0,0,0,0,True,False,False,74
327,Intro,https://api.spotify.com/v1/audio-analysis/0DAsxISzun85PbsqAfIzeC,https://api.spotify.com/v1/tracks/0DAsxISzun85PbsqAfIzeC,spotify:track:0DAsxISzun85PbsqAfIzeC,The xx,0.45899999999999996,0.617,127920,0.778,0.925,9,0.128,-8.871,0,0.027000000000000003,100.363,0.152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,False,False,68
328,Seven Nation Army,https://api.spotify.com/v1/audio-analysis/3ctoHckjyd13eBi2IDw2Ip,https://api.spotify.com/v1/tracks/3ctoHckjyd13eBi2IDw2Ip,spotify:track:3ctoHckjyd13eBi2IDw2Ip,The White Stripes,0.00576,0.75,231800,0.462,0.545,0,0.307,-7.664,1,0.0779,123.865,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,21
329,Home,https://api.spotify.com/v1/audio-analysis/6ZapsNk1ZpaebNXAIohP9R,https://api.spotify.com/v1/tracks/6ZapsNk1ZpaebNXAIohP9R,spotify:track:6ZapsNk1ZpaebNXAIohP9R,Edward Sharpe & The Magnetic Zeros,0.292,0.542,303200,0.589,0.000522,2,0.177,-6.6229999999999976,1,0.0318,111.665,0.13699999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,28
330,Californication,https://api.spotify.com/v1/audio-analysis/34KTEhpPjq6IAgQg2yzJAL,https://api.spotify.com/v1/tracks/34KTEhpPjq6IAgQg2yzJAL,spotify:track:34KTEhpPjq6IAgQg2yzJAL,Red Hot Chili Peppers,0.0021,0.5920000000000001,329733,0.767,0.00165,9,0.127,-2.7880000000000003,0,0.027000000000000003,96.48299999999999,0.32799999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,False,False,False,67
331,Under The Bridge,https://api.spotify.com/v1/audio-analysis/5PclxRY6shIQzSKxxbdZso,https://api.spotify.com/v1/tracks/5PclxRY6shIQzSKxxbdZso,spotify:track:5PclxRY6shIQzSKxxbdZso,Red Hot Chili Peppers,0.0576,0.5589999999999999,264307,0.345,0.000105,4,0.141,-13.495999999999999,1,0.0459,84.581,0.45799999999999996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,48
332,Numb,https://api.spotify.com/v1/audio-analysis/0kO3njY9N1Rxgv27Ha1lLh,https://api.spotify.com/v1/tracks/0kO3njY9N1Rxgv27Ha1lLh,spotify:track:0kO3njY9N1Rxgv27Ha1lLh,Linkin Park,0.0046,0.496,185587,0.863,0.0,9,0.639,-4.1530000000000005,1,0.0381,110.01799999999999,0.243,0,0,0,0,0,0,0,0,1,0,0,0,0,0,True,False,False,60
333,Free Fallin' - Live at the Nokia Theatre,https://api.spotify.com/v1/audio-analysis/4LloVtxNZpeh7q7xdi1DQc,https://api.spotify.com/v1/tracks/4LloVtxNZpeh7q7xdi1DQc,spotify:track:4LloVtxNZpeh7q7xdi1DQc,John Mayer,0.7709999999999999,0.315,263573,0.29600000000000004,0.0,5,0.7020000000000001,-13.262,1,0.0317,172.638,0.436,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,77
334,Wherever I Go,https://api.spotify.com/v1/audio-analysis/0KdwmtG44yIDpyie4b0jCn,https://api.spotify.com/v1/tracks/0KdwmtG44yIDpyie4b0jCn,spotify:track:0KdwmtG44yIDpyie4b0jCn,OneRepublic,0.105,0.5529999999999999,170213,0.703,0.0,10,0.21,-6.414,0,0.0439,100.006,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,13
335,The Next Episode,https://api.spotify.com/v1/audio-analysis/4LwU4Vp6od3Sb08CsP99GC,https://api.spotify.com/v1/tracks/4LwU4Vp6od3Sb08CsP99GC,spotify:track:4LwU4Vp6od3Sb08CsP99GC,Dr. Dre,0.0279,0.9159999999999999,161507,0.9059999999999999,0.0,3,0.0803,-2.494,0,0.195,95.3,0.29100000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,73
336,Gangnam Style (?????),https://api.spotify.com/v1/audio-analysis/03UrZgTINDqvnUMbbIMhql,https://api.spotify.com/v1/tracks/03UrZgTINDqvnUMbbIMhql,spotify:track:03UrZgTINDqvnUMbbIMhql,PSY,0.0055,0.736,219493,0.9390000000000001,0.0,11,0.0905,-2.812,0,0.284,132.07,0.7609999999999999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,61
