,Position,Track Name,Artist,Streams,URL,rank,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence
113,114,SUTRA,Sebastian Yatra,5257629,https://open.spotify.com/track/5TmZYdHW6HJ9gt7Aokuql5,13,0.0507,https://api.spotify.com/v1/audio-analysis/6ELe1Do1bYtaCtLqjYTglW,0.747,203853,0.745,6ELe1Do1bYtaCtLqjYTglW,1.9e-06,9,0.151,-3.335,1,0.146,180.123,4,https://api.spotify.com/v1/tracks/6ELe1Do1bYtaCtLqjYTglW,audio_features,spotify:track:6ELe1Do1bYtaCtLqjYTglW,0.805
114,115,Miss You (with Major Lazer & Tory Lanez),Cashmere Cat,5221910,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM,14,0.22899999999999998,https://api.spotify.com/v1/audio-analysis/7HdZY9UJTylIiNcSDFyUDc,0.7509999999999999,186231,0.6579999999999999,7HdZY9UJTylIiNcSDFyUDc,0.0022199999999999998,1,0.0958,-4.578,1,0.0956,100.005,4,https://api.spotify.com/v1/tracks/7HdZY9UJTylIiNcSDFyUDc,audio_features,spotify:track:7HdZY9UJTylIiNcSDFyUDc,0.496
115,116,Me Niego,Reik,5202066,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,15,0.0543,https://api.spotify.com/v1/audio-analysis/6jA8JUuPCGYjFcgw0AoM5T,0.777,221653,0.779,6jA8JUuPCGYjFcgw0AoM5T,0.0,0,0.636,-4.449,0,0.0972,94.023,4,https://api.spotify.com/v1/tracks/6jA8JUuPCGYjFcgw0AoM5T,audio_features,spotify:track:6jA8JUuPCGYjFcgw0AoM5T,0.768
116,117,Tell Me You Love Me,Demi Lovato,5188945,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj,16,0.0236,https://api.spotify.com/v1/audio-analysis/2dIPe4XdBLUsTZGqPIuKXb,0.519,236987,0.5920000000000001,2dIPe4XdBLUsTZGqPIuKXb,0.0,3,0.146,-5.45,0,0.0519,81.99600000000001,4,https://api.spotify.com/v1/tracks/2dIPe4XdBLUsTZGqPIuKXb,audio_features,spotify:track:2dIPe4XdBLUsTZGqPIuKXb,0.244
117,118,Opps (with Yugen Blakrok),Vince Staples,5186461,https://open.spotify.com/track/7bUcBztfGqO7cSI2gMZeCI,17,0.13699999999999998,https://api.spotify.com/v1/audio-analysis/7bUcBztfGqO7cSI2gMZeCI,0.7140000000000001,180893,0.775,7bUcBztfGqO7cSI2gMZeCI,3.2e-05,1,0.396,-6.811,1,0.327,128.078,4,https://api.spotify.com/v1/tracks/7bUcBztfGqO7cSI2gMZeCI,audio_features,spotify:track:7bUcBztfGqO7cSI2gMZeCI,0.84
118,119,The Greatest Show,Hugh Jackman,5178973,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM,18,0.000239,https://api.spotify.com/v1/audio-analysis/4ylWMuGbMXNDgDd8lErEle,0.41700000000000004,302147,0.8240000000000001,4ylWMuGbMXNDgDd8lErEle,0.0545,11,0.0725,-7.36,0,0.105,157.92,4,https://api.spotify.com/v1/tracks/4ylWMuGbMXNDgDd8lErEle,audio_features,spotify:track:4ylWMuGbMXNDgDd8lErEle,0.4
119,120,Que Va,Alex Sensation,5165145,https://open.spotify.com/track/7ofxPmTNMj2GP07g1VZa0O,19,0.134,https://api.spotify.com/v1/audio-analysis/6J1R5wtPXiHiwiPstOSI56,0.774,238160,0.828,6J1R5wtPXiHiwiPstOSI56,0.0,0,0.0601,-3.412,1,0.0502,90.993,4,https://api.spotify.com/v1/tracks/6J1R5wtPXiHiwiPstOSI56,audio_features,spotify:track:6J1R5wtPXiHiwiPstOSI56,0.841
120,121,One Dance,Drake,5060632,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3,20,0.00842,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,0.7959999999999999,173987,0.61,1zi7xx7UVEFkmKfv06H8x0,0.00286,1,0.35100000000000003,-5.857,1,0.0516,103.99,4,https://api.spotify.com/v1/tracks/1zi7xx7UVEFkmKfv06H8x0,audio_features,spotify:track:1zi7xx7UVEFkmKfv06H8x0,0.391
121,122,Symphony (feat. Zara Larsson),Clean Bandit,5057351,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,21,0.259,https://api.spotify.com/v1/audio-analysis/1x5sYLZiu9r5E43kMlt9f8,0.7070000000000001,212459,0.629,1x5sYLZiu9r5E43kMlt9f8,1.6e-05,0,0.138,-4.581,0,0.0563,122.863,4,https://api.spotify.com/v1/tracks/1x5sYLZiu9r5E43kMlt9f8,audio_features,spotify:track:1x5sYLZiu9r5E43kMlt9f8,0.457
122,123,Suena El Dembow,Joey Montana,4995823,https://open.spotify.com/track/5TysCiZtv1HnSWcTcUFusI,22,0.162,https://api.spotify.com/v1/audio-analysis/0woHVOh3KXLSDv8VU9XwZ4,0.703,195813,0.8540000000000001,0woHVOh3KXLSDv8VU9XwZ4,0.0,0,0.121,-4.462,1,0.0584,91.906,4,https://api.spotify.com/v1/tracks/0woHVOh3KXLSDv8VU9XwZ4,audio_features,spotify:track:0woHVOh3KXLSDv8VU9XwZ4,0.6890000000000001
123,124,My My My!,Troye Sivan,4965757,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO,23,0.0043,https://api.spotify.com/v1/audio-analysis/71T7xF5wLbDRg76jxAwDqA,0.6970000000000001,204727,0.47200000000000003,71T7xF5wLbDRg76jxAwDqA,9.67e-05,1,0.044000000000000004,-7.849,1,0.0779,102.98299999999999,4,https://api.spotify.com/v1/tracks/71T7xF5wLbDRg76jxAwDqA,audio_features,spotify:track:71T7xF5wLbDRg76jxAwDqA,0.49
124,125,Closer,The Chainsmokers,4950504,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,24,0.414,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,0.748,244960,0.524,7BKLCZ1jbUBVqRi2FVlTVw,0.0,8,0.111,-5.599,1,0.0338,95.01,4,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,audio_features,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,0.6609999999999999
125,126,Whatever It Takes,Imagine Dragons,4947491,https://open.spotify.com/track/73NbHgUZ51H65Bfo2HFKUi,25,0.0392,https://api.spotify.com/v1/audio-analysis/73NbHgUZ51H65Bfo2HFKUi,0.675,201240,0.662,73NbHgUZ51H65Bfo2HFKUi,0.0,1,0.128,-4.989,1,0.0318,134.936,4,https://api.spotify.com/v1/tracks/73NbHgUZ51H65Bfo2HFKUi,audio_features,spotify:track:73NbHgUZ51H65Bfo2HFKUi,0.536
126,127,Despacito - Remix,Luis Fonsi,4929980,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,26,0.222,https://api.spotify.com/v1/audio-analysis/6rPO02ozF3bM7NnOV4h6s2,0.63,228827,0.815,6rPO02ozF3bM7NnOV4h6s2,0.0,2,0.091,-4.265,1,0.152,88.35700000000001,4,https://api.spotify.com/v1/tracks/6rPO02ozF3bM7NnOV4h6s2,audio_features,spotify:track:6rPO02ozF3bM7NnOV4h6s2,0.813
127,128,Thinking Out Loud,Ed Sheeran,4925081,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,27,0.474,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,0.7809999999999999,281560,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2,0.184,-6.061,1,0.0295,78.998,4,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591
128,129,Vuelve,Daddy Yankee,4920153,https://open.spotify.com/track/0lJCqIx5BhZtf6QtYI2fbv,28,0.17,https://api.spotify.com/v1/audio-analysis/0gCPvo1GkbtPhMqg5Gbx1K,0.728,279613,0.541,0gCPvo1GkbtPhMqg5Gbx1K,0.0,1,0.11800000000000001,-5.664,1,0.0318,130.025,4,https://api.spotify.com/v1/tracks/0gCPvo1GkbtPhMqg5Gbx1K,audio_features,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,0.20600000000000002
129,130,Strip That Down,Liam Payne,4908186,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ,29,0.221,https://api.spotify.com/v1/audio-analysis/4Ro98RCK90oHqqSZUnTFq5,0.87,204502,0.488,4Ro98RCK90oHqqSZUnTFq5,0.0,6,0.0767,-5.586,1,0.0537,106.008,4,https://api.spotify.com/v1/tracks/4Ro98RCK90oHqqSZUnTFq5,audio_features,spotify:track:4Ro98RCK90oHqqSZUnTFq5,0.519
130,131,That's What I Like,Bruno Mars,4907416,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,30,0.013000000000000001,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,0.853,206693,0.56,0KKkJNfGyhkQ5aFogxQAPU,0.0,1,0.0944,-4.961,1,0.0406,134.066,4,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,0.86
131,132,Photograph,Ed Sheeran,4900951,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,31,0.607,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,0.614,258987,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.00046399999999999995,4,0.0986,-10.48,1,0.0476,107.98899999999999,4,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201
132,133,Butterfly Effect,Travis Scott,4876469,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX,32,0.0714,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,190678,0.598,1yxgsra98r3qAtxqiGZPiX,0.0,11,0.11199999999999999,-6.865,1,0.0539,140.987,4,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,audio_features,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.182
133,134,Codeine Dreaming (feat. Lil Wayne),Kodak Black,4863923,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J,33,0.0652,https://api.spotify.com/v1/audio-analysis/4DTpngLjoHj5gFxEZFeD3J,0.736,264532,0.604,4DTpngLjoHj5gFxEZFeD3J,6.43e-05,1,0.124,-7.357,0,0.222,155.007,4,https://api.spotify.com/v1/tracks/4DTpngLjoHj5gFxEZFeD3J,audio_features,spotify:track:4DTpngLjoHj5gFxEZFeD3J,0.574
134,135,Robarte un Beso,Carlos Vives,4827127,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k,34,0.0826,https://api.spotify.com/v1/audio-analysis/0JcNysfWVWaMS7R6vzGB2k,0.742,194742,0.858,0JcNysfWVWaMS7R6vzGB2k,0.0,10,0.364,-4.946000000000001,1,0.0483,95.04899999999999,4,https://api.spotify.com/v1/tracks/0JcNysfWVWaMS7R6vzGB2k,audio_features,spotify:track:0JcNysfWVWaMS7R6vzGB2k,0.64
135,136,There's Nothing Holdin' Me Back,Shawn Mendes,4809882,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu,35,0.35700000000000004,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,7JJmb5XwzOO8jgpou264Ml,0.0,2,0.091,-4.034,1,0.0589,121.991,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.966
136,137,Escápate Conmigo,Wisin,4771550,https://open.spotify.com/track/1KSqYYJFyfTecXFk9M0prc,36,0.0256,https://api.spotify.com/v1/audio-analysis/1KSqYYJFyfTecXFk9M0prc,0.7440000000000001,232787,0.8590000000000001,1KSqYYJFyfTecXFk9M0prc,6.27e-05,11,0.0881,-3.1660000000000004,1,0.0795,91.977,4,https://api.spotify.com/v1/tracks/1KSqYYJFyfTecXFk9M0prc,audio_features,spotify:track:1KSqYYJFyfTecXFk9M0prc,0.787
137,138,Bounce Out With That,YBN Nahmir,4751511,https://open.spotify.com/track/5lZsh9Qf7CbHI9Fcc7Zcsq,37,0.037000000000000005,https://api.spotify.com/v1/audio-analysis/5lZsh9Qf7CbHI9Fcc7Zcsq,0.865,97202,0.652,5lZsh9Qf7CbHI9Fcc7Zcsq,0.0,8,0.0925,-8.218,1,0.105,94.946,4,https://api.spotify.com/v1/tracks/5lZsh9Qf7CbHI9Fcc7Zcsq,audio_features,spotify:track:5lZsh9Qf7CbHI9Fcc7Zcsq,0.37200000000000005
138,139,A Million Dreams,Ziv Zaifman,4746578,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z,38,0.243,https://api.spotify.com/v1/audio-analysis/0RoA7ObU6phWpqhlC9zH4Z,0.265,269453,0.312,0RoA7ObU6phWpqhlC9zH4Z,0.0,7,0.0893,-11.689,1,0.0569,54.747,3,https://api.spotify.com/v1/tracks/0RoA7ObU6phWpqhlC9zH4Z,audio_features,spotify:track:0RoA7ObU6phWpqhlC9zH4Z,0.0998
139,140,Bella y Sensual,Romeo Santos,4715951,https://open.spotify.com/track/0ERbK7qVqveCaBWIiYCrl3,39,0.228,https://api.spotify.com/v1/audio-analysis/0ERbK7qVqveCaBWIiYCrl3,0.635,204701,0.713,0ERbK7qVqveCaBWIiYCrl3,0.0,11,0.0506,-6.909,1,0.0937,179.864,4,https://api.spotify.com/v1/tracks/0ERbK7qVqveCaBWIiYCrl3,audio_features,spotify:track:0ERbK7qVqveCaBWIiYCrl3,0.7490000000000001
140,141,Never Enough,Loren Allred,4687156,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J,40,0.423,https://api.spotify.com/v1/audio-analysis/0Gl5s8IhMmQE5YQwM8Qx1J,0.27699999999999997,207787,0.39399999999999996,0Gl5s8IhMmQE5YQwM8Qx1J,0.0,8,0.0952,-8.902999999999999,1,0.0336,86.777,3,https://api.spotify.com/v1/tracks/0Gl5s8IhMmQE5YQwM8Qx1J,audio_features,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,0.22699999999999998
141,142,Felices los 4,Maluma,4686672,https://open.spotify.com/track/0qYTZCo5Bwh1nsUFGZP3zn,41,0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,0.755,229849,0.789,0qYTZCo5Bwh1nsUFGZP3zn,0.0,5,0.35100000000000003,-4.502,1,0.146,93.973,4,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,audio_features,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737
142,143,I Am,Jorja Smith,4682965,https://open.spotify.com/track/0DJBgBiYeSn6n1AXAkFVE8,42,0.125,https://api.spotify.com/v1/audio-analysis/0DJBgBiYeSn6n1AXAkFVE8,0.542,208760,0.581,0DJBgBiYeSn6n1AXAkFVE8,8.01e-05,8,0.185,-5.752999999999999,0,0.271,73.792,4,https://api.spotify.com/v1/tracks/0DJBgBiYeSn6n1AXAkFVE8,audio_features,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,0.298
143,144,Perro Fiel,Shakira,4615662,https://open.spotify.com/track/70lnL3QaSOIIyMa2X9aVRL,43,0.187,https://api.spotify.com/v1/audio-analysis/70lnL3QaSOIIyMa2X9aVRL,0.75,195213,0.76,70lnL3QaSOIIyMa2X9aVRL,0.0,1,0.0548,-4.836,1,0.198,183.817,4,https://api.spotify.com/v1/tracks/70lnL3QaSOIIyMa2X9aVRL,audio_features,spotify:track:70lnL3QaSOIIyMa2X9aVRL,0.893
144,145,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,4522444,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,44,0.0578,https://api.spotify.com/v1/audio-analysis/2y5aJvzXhHPA94U5GFAcXe,0.737,245653,0.452,2y5aJvzXhHPA94U5GFAcXe,1.4800000000000002e-05,0,0.187,-8.366,1,0.0534,117.962,4,https://api.spotify.com/v1/tracks/2y5aJvzXhHPA94U5GFAcXe,audio_features,spotify:track:2y5aJvzXhHPA94U5GFAcXe,0.096
145,146,Havana - Remix,Camila Cabello,4517413,https://open.spotify.com/track/3whrwq4DtvucphBPUogRuJ,45,0.39799999999999996,https://api.spotify.com/v1/audio-analysis/3whrwq4DtvucphBPUogRuJ,0.7509999999999999,199095,0.579,3whrwq4DtvucphBPUogRuJ,2.2800000000000002e-05,2,0.133,-4.0360000000000005,1,0.0321,105.031,4,https://api.spotify.com/v1/tracks/3whrwq4DtvucphBPUogRuJ,audio_features,spotify:track:3whrwq4DtvucphBPUogRuJ,0.349
146,147,Passionfruit,Drake,4498545,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz,46,0.304,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,0.804,298941,0.45899999999999996,5mCPDVBb16L4XQwDdbRUpz,0.0862,11,0.11,-11.556,1,0.039,111.963,4,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,audio_features,spotify:track:5mCPDVBb16L4XQwDdbRUpz,0.37200000000000005
147,148,Issues,Julia Michaels,4467805,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0,47,0.42700000000000005,https://api.spotify.com/v1/audio-analysis/7vu0JkJh0ldukEYbTVcqd0,0.725,176320,0.42,7vu0JkJh0ldukEYbTVcqd0,0.0,8,0.061,-6.811,1,0.0811,113.975,4,https://api.spotify.com/v1/tracks/7vu0JkJh0ldukEYbTVcqd0,audio_features,spotify:track:7vu0JkJh0ldukEYbTVcqd0,0.424
148,149,Go Flex,Post Malone,4447647,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ,48,0.248,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,0.662,179613,0.496,5yuShbu70mtHXY0yLzCQLQ,0.0,5,0.0769,-8.267000000000001,1,0.109,81.95100000000001,4,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,audio_features,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.133
149,150,Fuck Love (feat. Trippie Redd),XXXTENTACION,4442908,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,49,0.0172,https://api.spotify.com/v1/audio-analysis/7AQim7LbvFVZJE3O8TYgf2,0.797,146520,0.5329999999999999,7AQim7LbvFVZJE3O8TYgf2,0.000152,0,0.10300000000000001,-9.74,0,0.0412,131.036,4,https://api.spotify.com/v1/tracks/7AQim7LbvFVZJE3O8TYgf2,audio_features,spotify:track:7AQim7LbvFVZJE3O8TYgf2,0.32899999999999996
150,151,I Get The Bag (feat. Migos),Gucci Mane,4438278,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0,0,0.0232,https://api.spotify.com/v1/audio-analysis/1XRgIKC5TPwo7nWGyKqgG0,0.89,233087,0.633,1XRgIKC5TPwo7nWGyKqgG0,0.000343,11,0.0993,-5.475,1,0.168,139.94799999999998,4,https://api.spotify.com/v1/tracks/1XRgIKC5TPwo7nWGyKqgG0,audio_features,spotify:track:1XRgIKC5TPwo7nWGyKqgG0,0.425
151,152,Galway Girl,Ed Sheeran,4391206,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,1,0.0735,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,0.624,170827,0.8759999999999999,0afhq8XCExXpqazXczTSve,0.0,9,0.327,-3.3739999999999997,1,0.1,99.943,4,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,audio_features,spotify:track:0afhq8XCExXpqazXczTSve,0.7809999999999999
152,153,Friends (with BloodPop®),Justin Bieber,4345260,https://open.spotify.com/track/7nZmah2llfvLDiUjm0kiyz,2,0.00398,https://api.spotify.com/v1/audio-analysis/7iNIg7XDEaYECfWD5dJ9Va,0.7440000000000001,189467,0.752,7iNIg7XDEaYECfWD5dJ9Va,0.0,8,0.307,-5.316,1,0.0368,104.99,4,https://api.spotify.com/v1/tracks/7iNIg7XDEaYECfWD5dJ9Va,audio_features,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,0.65
153,154,I'm the One,DJ Khaled,4344873,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817,3,0.0533,https://api.spotify.com/v1/audio-analysis/1jYiIOC5d6soxkJP81fxq2,0.599,288877,0.667,1jYiIOC5d6soxkJP81fxq2,0.0,7,0.134,-4.2669999999999995,1,0.0367,80.984,4,https://api.spotify.com/v1/tracks/1jYiIOC5d6soxkJP81fxq2,audio_features,spotify:track:1jYiIOC5d6soxkJP81fxq2,0.8170000000000001
154,155,Mama,Jonas Blue,4323979,https://open.spotify.com/track/0NiXXAI876aGImAd6rTj8w,4,0.11,https://api.spotify.com/v1/audio-analysis/0NiXXAI876aGImAd6rTj8w,0.746,181615,0.7929999999999999,0NiXXAI876aGImAd6rTj8w,0.0,11,0.0528,-4.209,0,0.0412,104.027,4,https://api.spotify.com/v1/tracks/0NiXXAI876aGImAd6rTj8w,audio_features,spotify:track:0NiXXAI876aGImAd6rTj8w,0.557
155,156,Wanted You (feat. Lil Uzi Vert),NAV,4278455,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1,5,0.168,https://api.spotify.com/v1/audio-analysis/790MhTXPFrYkrqCKvpg4t1,0.7929999999999999,228080,0.718,790MhTXPFrYkrqCKvpg4t1,0.0,9,0.24100000000000002,-4.966,0,0.0547,146.885,4,https://api.spotify.com/v1/tracks/790MhTXPFrYkrqCKvpg4t1,audio_features,spotify:track:790MhTXPFrYkrqCKvpg4t1,0.649
156,157,DNA.,Kendrick Lamar,4271384,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,6,0.0047,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.637,185947,0.514,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.094,-6.763,1,0.365,139.931,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.402
157,158,Notice Me,Migos,4246920,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht,7,0.10400000000000001,https://api.spotify.com/v1/audio-analysis/3OnOomd79OjqSYHchCQ6ht,0.7959999999999999,233880,0.33799999999999997,3OnOomd79OjqSYHchCQ6ht,1.12e-06,5,0.165,-9.754,0,0.315,166.0,4,https://api.spotify.com/v1/tracks/3OnOomd79OjqSYHchCQ6ht,audio_features,spotify:track:3OnOomd79OjqSYHchCQ6ht,0.474
158,159,Dreamer,Axwell /\ Ingrosso,4246916,https://open.spotify.com/track/7hvxMYq9JW5W0vFwiu1Zdr,8,0.0292,https://api.spotify.com/v1/audio-analysis/0RTzJVkunbGwuRjXDFHnjf,0.616,251147,0.84,0RTzJVkunbGwuRjXDFHnjf,0.0,7,0.264,-5.375,0,0.0352,125.999,4,https://api.spotify.com/v1/tracks/0RTzJVkunbGwuRjXDFHnjf,audio_features,spotify:track:0RTzJVkunbGwuRjXDFHnjf,0.57
159,160,The Weekend - Funk Wav Remix,SZA,4222747,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt,9,0.495,https://api.spotify.com/v1/audio-analysis/0P6AWOA4LG1XOctzaVu5tt,0.775,171806,0.573,0P6AWOA4LG1XOctzaVu5tt,0.0,11,0.126,-4.933,1,0.0585,101.925,4,https://api.spotify.com/v1/tracks/0P6AWOA4LG1XOctzaVu5tt,audio_features,spotify:track:0P6AWOA4LG1XOctzaVu5tt,0.667
160,161,Roll In Peace (feat. XXXTENTACION),Kodak Black,4203061,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI,10,0.0306,https://api.spotify.com/v1/audio-analysis/40oKW22ZNNkEdZLJTScaQI,0.747,213132,0.524,40oKW22ZNNkEdZLJTScaQI,0.0,10,0.2,-6.807,0,0.245,140.053,4,https://api.spotify.com/v1/tracks/40oKW22ZNNkEdZLJTScaQI,audio_features,spotify:track:40oKW22ZNNkEdZLJTScaQI,0.363
161,162,Lose Yourself - Soundtrack Version,Eminem,4202700,https://open.spotify.com/track/7w9bgPAmPTtrkt2v16QWvQ,11,0.00704,https://api.spotify.com/v1/audio-analysis/5Z01UMMf7V1o0MzF86s6WJ,0.698,326467,0.732,5Z01UMMf7V1o0MzF86s6WJ,0.000647,2,0.359,-4.522,1,0.266,171.43099999999998,4,https://api.spotify.com/v1/tracks/5Z01UMMf7V1o0MzF86s6WJ,audio_features,spotify:track:5Z01UMMf7V1o0MzF86s6WJ,0.0689
162,163,Redbone,Childish Gambino,4186838,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,12,0.19899999999999998,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,0.743,326933,0.359,3kxfsdsCpFgN412fpnW85Y,0.00611,1,0.13699999999999998,-10.401,1,0.0794,160.083,4,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,audio_features,spotify:track:3kxfsdsCpFgN412fpnW85Y,0.5870000000000001
163,164,Wild Thoughts,DJ Khaled,4173757,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi,13,0.0287,https://api.spotify.com/v1/audio-analysis/45XhKYRRkyeqoW3teSOkCM,0.613,204664,0.6809999999999999,45XhKYRRkyeqoW3teSOkCM,0.0,8,0.126,-3.089,1,0.0778,97.62100000000001,4,https://api.spotify.com/v1/tracks/45XhKYRRkyeqoW3teSOkCM,audio_features,spotify:track:45XhKYRRkyeqoW3teSOkCM,0.619
164,165,End Game,Taylor Swift,4168557,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX,14,0.00806,https://api.spotify.com/v1/audio-analysis/2x0WlnmfG39ZuDmstl9xfX,0.45299999999999996,244827,0.6,2x0WlnmfG39ZuDmstl9xfX,0.0,2,0.111,-6.2170000000000005,1,0.15,159.088,4,https://api.spotify.com/v1/tracks/2x0WlnmfG39ZuDmstl9xfX,audio_features,spotify:track:2x0WlnmfG39ZuDmstl9xfX,0.154
165,166,The Other Side,Hugh Jackman,4166251,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr,15,0.00433,https://api.spotify.com/v1/audio-analysis/2cKovq3l6OJjhVVDbVKOsr,0.638,214373,0.795,2cKovq3l6OJjhVVDbVKOsr,0.00139,0,0.153,-8.45,1,0.302,153.99,4,https://api.spotify.com/v1/tracks/2cKovq3l6OJjhVVDbVKOsr,audio_features,spotify:track:2cKovq3l6OJjhVVDbVKOsr,0.31
166,167,Starboy,The Weeknd,4160599,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,16,0.168,https://api.spotify.com/v1/audio-analysis/7MXVkk9YMctZqd1Srtv4MB,0.675,230453,0.595,7MXVkk9YMctZqd1Srtv4MB,3.36e-06,7,0.136,-7.0329999999999995,1,0.284,185.998,4,https://api.spotify.com/v1/tracks/7MXVkk9YMctZqd1Srtv4MB,audio_features,spotify:track:7MXVkk9YMctZqd1Srtv4MB,0.491
167,168,Mask Off,Future,4145208,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx,17,0.0102,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,0.833,204600,0.434,0VgkVdmE4gld66l8iyGjgx,0.0219,2,0.165,-8.795,1,0.431,150.062,4,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,audio_features,spotify:track:0VgkVdmE4gld66l8iyGjgx,0.281
