,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre
35,0.164,https://api.spotify.com/v1/audio-analysis/0bYg9bo50gSsH3LtXe2SQn,0.335,241107,0.625,0bYg9bo50gSsH3LtXe2SQn,0.0,7,0.0708,-7.462,1,0.0386,150.277,4,https://api.spotify.com/v1/tracks/0bYg9bo50gSsH3LtXe2SQn,audio_features,spotify:track:0bYg9bo50gSsH3LtXe2SQn,0.346,74,All I Want for Christmas Is You,Mariah Carey,rap
36,0.0117,https://api.spotify.com/v1/audio-analysis/2DQ1ITjI0YoLFzuADN1ZBW,0.838,245387,0.771,2DQ1ITjI0YoLFzuADN1ZBW,0.0,1,0.0853,-3.791,1,0.244,175.957,4,https://api.spotify.com/v1/tracks/2DQ1ITjI0YoLFzuADN1ZBW,audio_features,spotify:track:2DQ1ITjI0YoLFzuADN1ZBW,0.405,84,No Limit,G-Eazy,rap
37,0.125,https://api.spotify.com/v1/audio-analysis/6jmTHeoWvBaSrwWttr8Xvu,0.712,236480,0.562,6jmTHeoWvBaSrwWttr8Xvu,0.0,10,0.136,-6.008,1,0.129,140.0,4,https://api.spotify.com/v1/tracks/6jmTHeoWvBaSrwWttr8Xvu,audio_features,spotify:track:6jmTHeoWvBaSrwWttr8Xvu,0.142,78,I Mean It,G-Eazy,rap
38,0.633,https://api.spotify.com/v1/audio-analysis/42CeaId2XNlxugDvyqHfDf,0.765,229573,0.688,42CeaId2XNlxugDvyqHfDf,0.0,4,0.0734,-5.566,1,0.0841,90.013,4,https://api.spotify.com/v1/tracks/42CeaId2XNlxugDvyqHfDf,audio_features,spotify:track:42CeaId2XNlxugDvyqHfDf,0.434,87,Candy Paint,Post Malone,rap
39,0.0672,https://api.spotify.com/v1/audio-analysis/2771LMNxwf62FTAdpJMQfM,0.929,223962,0.723,2771LMNxwf62FTAdpJMQfM,0.0,11,0.346,-5.792,0,0.109,125.022,4,https://api.spotify.com/v1/tracks/2771LMNxwf62FTAdpJMQfM,audio_features,spotify:track:2771LMNxwf62FTAdpJMQfM,0.458,89,Bodak Yellow,Cardi B,pop
40,0.239,https://api.spotify.com/v1/audio-analysis/43ZyHQITOjhciSUUNPVRHc,0.936,124056,0.523,43ZyHQITOjhciSUUNPVRHc,0.0,5,0.117,-6.71,1,0.0597,119.889,4,https://api.spotify.com/v1/tracks/43ZyHQITOjhciSUUNPVRHc,audio_features,spotify:track:43ZyHQITOjhciSUUNPVRHc,0.699,89,Gucci Gang,Lil Pump,Unknown
41,0.334,https://api.spotify.com/v1/audio-analysis/1SJtlNRJDeYHioymcvsqev,0.334,216391,0.617,1SJtlNRJDeYHioymcvsqev,0.0,6,0.163,-5.834,0,0.383,85.227,4,https://api.spotify.com/v1/tracks/1SJtlNRJDeYHioymcvsqev,audio_features,spotify:track:1SJtlNRJDeYHioymcvsqev,0.603,82,Crying in the Club,Camila Cabello,pop
42,0.501,https://api.spotify.com/v1/audio-analysis/1f5cbQtDrykjarZVrShaDI,0.839,209269,0.81,1f5cbQtDrykjarZVrShaDI,0.0,5,0.117,-5.274,0,0.0568,129.014,4,https://api.spotify.com/v1/tracks/1f5cbQtDrykjarZVrShaDI,audio_features,spotify:track:1f5cbQtDrykjarZVrShaDI,0.814,85,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,rap
43,0.0151,https://api.spotify.com/v1/audio-analysis/2fQrGHiQOvpL9UgPvtYy6G,0.884,220307,0.346,2fQrGHiQOvpL9UgPvtYy6G,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,https://api.spotify.com/v1/tracks/2fQrGHiQOvpL9UgPvtYy6G,audio_features,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,0.376,90,Bank Account,21 Savage,rap
44,0.129,https://api.spotify.com/v1/audio-analysis/0tBbt8CrmxbjRP0pueQkyU,0.72,197993,0.807,0tBbt8CrmxbjRP0pueQkyU,0.0,11,0.183,-4.59,0,0.0432,124.946,4,https://api.spotify.com/v1/tracks/0tBbt8CrmxbjRP0pueQkyU,audio_features,spotify:track:0tBbt8CrmxbjRP0pueQkyU,0.305,87,Wolves,Selena Gomez,pop
45,0.29,https://api.spotify.com/v1/audio-analysis/6PGoSes0D9eUDeeAafB2As,0.798,213400,0.582,6PGoSes0D9eUDeeAafB2As,0.0,10,0.153,-7.38,1,0.103,126.075,4,https://api.spotify.com/v1/tracks/6PGoSes0D9eUDeeAafB2As,audio_features,spotify:track:6PGoSes0D9eUDeeAafB2As,0.766,88,LOVE. FEAT. ZACARI.,Kendrick Lamar,hip hop
46,0.0224,https://api.spotify.com/v1/audio-analysis/6SwRhMLwNqEi6alNPVG00n,0.681,227360,0.541,6SwRhMLwNqEi6alNPVG00n,0.0,9,0.167,-8.926,0,0.055,110.803,4,https://api.spotify.com/v1/tracks/6SwRhMLwNqEi6alNPVG00n,audio_features,spotify:track:6SwRhMLwNqEi6alNPVG00n,0.413,80,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,hip hop
47,0.105,https://api.spotify.com/v1/audio-analysis/7i2DJ88J7jQ8K7zqFX2fW8,0.658,214802,0.588,7i2DJ88J7jQ8K7zqFX2fW8,1.28e-06,6,0.125,-4.902,0,0.0367,110.075,4,https://api.spotify.com/v1/tracks/7i2DJ88J7jQ8K7zqFX2fW8,audio_features,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,0.434,78,Now Or Never,Halsey,pop
48,0.57,https://api.spotify.com/v1/audio-analysis/5tz69p7tJuGPeMGwNTxYuV,0.629,250173,0.572,5tz69p7tJuGPeMGwNTxYuV,0.0,5,0.192,-7.733,0,0.0387,100.015,4,https://api.spotify.com/v1/tracks/5tz69p7tJuGPeMGwNTxYuV,audio_features,spotify:track:5tz69p7tJuGPeMGwNTxYuV,0.386,86,1-800-273-8255,Logic,hip hop
49,0.189,https://api.spotify.com/v1/audio-analysis/1P17dC1amhFzptugyAO7Il,0.769,211853,0.709,1P17dC1amhFzptugyAO7Il,1.72e-05,9,0.133,-6.432,0,0.139,128.063,4,https://api.spotify.com/v1/tracks/1P17dC1amhFzptugyAO7Il,audio_features,spotify:track:1P17dC1amhFzptugyAO7Il,0.514,80,Look What You Made Me Do,Taylor Swift,pop
50,0.0577,https://api.spotify.com/v1/audio-analysis/5xTtaWoae3wi06K5WfVUUH,0.653,219200,0.799,5xTtaWoae3wi06K5WfVUUH,0.0,7,0.221,-5.359,1,0.163,160.017,4,https://api.spotify.com/v1/tracks/5xTtaWoae3wi06K5WfVUUH,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.945,72,Shake It Off,Taylor Swift,pop
51,0.615,https://api.spotify.com/v1/audio-analysis/3VlbOrM6nYPprVvzBZllE5,0.661,201000,0.373,3VlbOrM6nYPprVvzBZllE5,0.0,5,0.177,-8.249,1,0.0505,91.5,4,https://api.spotify.com/v1/tracks/3VlbOrM6nYPprVvzBZllE5,audio_features,spotify:track:3VlbOrM6nYPprVvzBZllE5,0.523,86,Too Good At Goodbyes,Sam Smith,pop
52,0.199,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,0.798,202547,0.539,5Z3GHaZ6ec9bsiI5BenrbY,1.66e-05,1,0.165,-6.351,1,0.0421,136.949,4,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,audio_features,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,0.394,92,Young Dumb & Broke,Khalid,rap
53,0.0116,https://api.spotify.com/v1/audio-analysis/0atfY1ew83Ql9nNnJiD2t5,0.782,265747,0.864,0atfY1ew83Ql9nNnJiD2t5,0.00268,5,0.292,-1.749,0,0.0402,96.049,4,https://api.spotify.com/v1/tracks/0atfY1ew83Ql9nNnJiD2t5,audio_features,spotify:track:0atfY1ew83Ql9nNnJiD2t5,0.866,81,Bonita,J Balvin,latino
54,0.152,https://api.spotify.com/v1/audio-analysis/0Zbbxnx4SGGHoIow4PpISP,0.677,236853,0.497,0Zbbxnx4SGGHoIow4PpISP,0.0,5,0.0911,-5.763,1,0.0809,99.137,4,https://api.spotify.com/v1/tracks/0Zbbxnx4SGGHoIow4PpISP,audio_features,spotify:track:0Zbbxnx4SGGHoIow4PpISP,0.419,89,Stargazing,Kygo,electronic
55,0.0417,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,0.801,163253,0.795,6QgjcU0zLnzq5OrUoSZ3OK,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,https://api.spotify.com/v1/tracks/6QgjcU0zLnzq5OrUoSZ3OK,audio_features,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,0.754,92,Feel It Still,Portugal. The Man,rock
56,0.11,https://api.spotify.com/v1/audio-analysis/0NiXXAI876aGImAd6rTj8w,0.746,181615,0.793,0NiXXAI876aGImAd6rTj8w,0.0,11,0.0528,-4.209,0,0.0412,104.027,4,https://api.spotify.com/v1/tracks/0NiXXAI876aGImAd6rTj8w,audio_features,spotify:track:0NiXXAI876aGImAd6rTj8w,0.557,72,Mama,Jonas Blue,electronic
57,0.373,https://api.spotify.com/v1/audio-analysis/5bZtRlMBU76vHuDOb1GM5u,0.736,195313,0.835,5bZtRlMBU76vHuDOb1GM5u,0.0,1,0.262,-4.941,1,0.0472,117.958,4,https://api.spotify.com/v1/tracks/5bZtRlMBU76vHuDOb1GM5u,audio_features,spotify:track:5bZtRlMBU76vHuDOb1GM5u,0.69,66,Perfect Strangers,Jonas Blue,electronic
58,0.0754,https://api.spotify.com/v1/audio-analysis/51NBMjiv4t1nUiLC9Bim3G,0.694,201254,0.73,51NBMjiv4t1nUiLC9Bim3G,0.0,6,0.058,-3.852,1,0.0334,123.0,4,https://api.spotify.com/v1/tracks/51NBMjiv4t1nUiLC9Bim3G,audio_features,spotify:track:51NBMjiv4t1nUiLC9Bim3G,0.677,67,By Your Side,Jonas Blue,electronic
59,0.0143,https://api.spotify.com/v1/audio-analysis/2bjwRfXMk4uRgOD9IBYl9h,0.924,236615,0.444,2bjwRfXMk4uRgOD9IBYl9h,0.0,1,0.26,-8.227,1,0.243,136.088,4,https://api.spotify.com/v1/tracks/2bjwRfXMk4uRgOD9IBYl9h,audio_features,spotify:track:2bjwRfXMk4uRgOD9IBYl9h,0.314,80,Portland,Drake,hip hop
60,0.231,https://api.spotify.com/v1/audio-analysis/0qYTZCo5Bwh1nsUFGZP3zn,0.755,229849,0.789,0qYTZCo5Bwh1nsUFGZP3zn,0.0,5,0.351,-4.502,1,0.146,93.973,4,https://api.spotify.com/v1/tracks/0qYTZCo5Bwh1nsUFGZP3zn,audio_features,spotify:track:0qYTZCo5Bwh1nsUFGZP3zn,0.737,88,Felices los 4,Maluma,pop
61,0.187,https://api.spotify.com/v1/audio-analysis/6mICuAdrwEjh6Y6lroV2Kg,0.852,195840,0.773,6mICuAdrwEjh6Y6lroV2Kg,3.05e-05,8,0.159,-2.921,0,0.0776,102.034,4,https://api.spotify.com/v1/tracks/6mICuAdrwEjh6Y6lroV2Kg,audio_features,spotify:track:6mICuAdrwEjh6Y6lroV2Kg,0.907,83,Chantaje,Shakira,latino
62,0.284,https://api.spotify.com/v1/audio-analysis/3ZFTkvIE7kyPt6Nu3PEa7V,0.778,218093,0.824,3ZFTkvIE7kyPt6Nu3PEa7V,0.0,10,0.405,-5.892,0,0.0712,100.024,4,https://api.spotify.com/v1/tracks/3ZFTkvIE7kyPt6Nu3PEa7V,audio_features,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,0.756,83,Hips Don't Lie,Shakira,latino
63,0.112,https://api.spotify.com/v1/audio-analysis/1eyrmeiDpdTkOmA839nPVQ,0.483,191379,0.787,1eyrmeiDpdTkOmA839nPVQ,0.0,8,0.257,-5.244,1,0.102,122.058,4,https://api.spotify.com/v1/tracks/1eyrmeiDpdTkOmA839nPVQ,audio_features,spotify:track:1eyrmeiDpdTkOmA839nPVQ,0.58,72,Shed a Light,Robin Schulz,electronic
64,0.0744,https://api.spotify.com/v1/audio-analysis/7nKBxz47S9SD79N086fuhn,0.684,208163,0.823,7nKBxz47S9SD79N086fuhn,0.0,9,0.111,-3.297,0,0.0773,91.048,4,https://api.spotify.com/v1/tracks/7nKBxz47S9SD79N086fuhn,audio_features,spotify:track:7nKBxz47S9SD79N086fuhn,0.647,81,SUBEME LA RADIO,Enrique Iglesias,latino
65,0.0786,https://api.spotify.com/v1/audio-analysis/6YZdkObH88npeKrrkb8Ggf,0.724,200813,0.904,6YZdkObH88npeKrrkb8Ggf,0.0,8,0.226,-3.354,0,0.0966,90.999,4,https://api.spotify.com/v1/tracks/6YZdkObH88npeKrrkb8Ggf,audio_features,spotify:track:6YZdkObH88npeKrrkb8Ggf,0.846,77,DUELE EL CORAZON,Enrique Iglesias,latino
66,0.0467,https://api.spotify.com/v1/audio-analysis/32lm3769IRfcnrQV11LO4E,0.713,243413,0.783,32lm3769IRfcnrQV11LO4E,1.93e-06,7,0.0449,-3.499,1,0.124,90.937,4,https://api.spotify.com/v1/tracks/32lm3769IRfcnrQV11LO4E,audio_features,spotify:track:32lm3769IRfcnrQV11LO4E,0.958,72,Bailando - Spanish Version,Enrique Iglesias,latino
67,0.149,https://api.spotify.com/v1/audio-analysis/3Z2sglqDj1rDRMF5x0Sz2R,0.473,234213,0.461,3Z2sglqDj1rDRMF5x0Sz2R,0.0,6,0.0973,-6.474,0,0.333,165.985,4,https://api.spotify.com/v1/tracks/3Z2sglqDj1rDRMF5x0Sz2R,audio_features,spotify:track:3Z2sglqDj1rDRMF5x0Sz2R,0.615,76,3005,Childish Gambino,hip hop
68,0.196,https://api.spotify.com/v1/audio-analysis/0kN8xEmgMW9mh7UmDYHlJP,0.578,261240,0.574,0kN8xEmgMW9mh7UmDYHlJP,0.0,2,0.083,-6.209,1,0.0454,174.152,4,https://api.spotify.com/v1/tracks/0kN8xEmgMW9mh7UmDYHlJP,audio_features,spotify:track:0kN8xEmgMW9mh7UmDYHlJP,0.301,82,Versace On The Floor,Bruno Mars,pop
69,0.17,https://api.spotify.com/v1/audio-analysis/1rFMYAZxBoAKSzXI54brMu,0.879,213947,0.666,1rFMYAZxBoAKSzXI54brMu,0.0,11,0.186,-6.026,0,0.131,123.999,4,https://api.spotify.com/v1/tracks/1rFMYAZxBoAKSzXI54brMu,audio_features,spotify:track:1rFMYAZxBoAKSzXI54brMu,0.68,69,You Don't Know Me,Jax Jones,electronic
70,0.0139,https://api.spotify.com/v1/audio-analysis/2cOUlop2ZakjOKe4WinesN,0.726,188174,0.431,2cOUlop2ZakjOKe4WinesN,0.0,0,0.054,-6.666,1,0.0554,85.889,4,https://api.spotify.com/v1/tracks/2cOUlop2ZakjOKe4WinesN,audio_features,spotify:track:2cOUlop2ZakjOKe4WinesN,0.86,73,Slow Hands,Niall Horan,pop
71,0.72,https://api.spotify.com/v1/audio-analysis/0qvzXomUDJVaUboy2wMfiS,0.678,232852,0.401,0qvzXomUDJVaUboy2wMfiS,0.0,6,0.118,-8.408,0,0.0312,111.855,4,https://api.spotify.com/v1/tracks/0qvzXomUDJVaUboy2wMfiS,audio_features,spotify:track:0qvzXomUDJVaUboy2wMfiS,0.194,69,This Town,Niall Horan,pop
72,0.0256,https://api.spotify.com/v1/audio-analysis/1KSqYYJFyfTecXFk9M0prc,0.744,232787,0.859,1KSqYYJFyfTecXFk9M0prc,6.27e-05,11,0.0881,-3.166,1,0.0795,91.977,4,https://api.spotify.com/v1/tracks/1KSqYYJFyfTecXFk9M0prc,audio_features,spotify:track:1KSqYYJFyfTecXFk9M0prc,0.787,88,Escápate Conmigo,Wisin,latino
73,0.0714,https://api.spotify.com/v1/audio-analysis/1yxgsra98r3qAtxqiGZPiX,0.763,190678,0.598,1yxgsra98r3qAtxqiGZPiX,0.0,11,0.112,-6.865,1,0.0539,140.987,4,https://api.spotify.com/v1/tracks/1yxgsra98r3qAtxqiGZPiX,audio_features,spotify:track:1yxgsra98r3qAtxqiGZPiX,0.182,88,Butterfly Effect,Travis Scott,rap
74,0.118,https://api.spotify.com/v1/audio-analysis/21TdkDRXuAB3k90ujRU1et,0.697,234308,0.716,21TdkDRXuAB3k90ujRU1et,0.0,9,0.0424,-6.288,0,0.113,99.905,4,https://api.spotify.com/v1/tracks/21TdkDRXuAB3k90ujRU1et,audio_features,spotify:track:21TdkDRXuAB3k90ujRU1et,0.506,78,Cold (feat. Future),Maroon 5,pop
75,0.0323,https://api.spotify.com/v1/audio-analysis/0CokSRCu5hZgPxcZBaEzVE,0.731,220454,0.794,0CokSRCu5hZgPxcZBaEzVE,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,https://api.spotify.com/v1/tracks/0CokSRCu5hZgPxcZBaEzVE,audio_features,spotify:track:0CokSRCu5hZgPxcZBaEzVE,0.356,87,Glorious (feat. Skylar Grey),Macklemore,Unknown
76,0.0485,https://api.spotify.com/v1/audio-analysis/10GJQkjRJcZhGTLagFOC62,0.76,204400,0.588,10GJQkjRJcZhGTLagFOC62,0.0,9,0.0847,-7.082,1,0.0775,102.974,4,https://api.spotify.com/v1/tracks/10GJQkjRJcZhGTLagFOC62,audio_features,spotify:track:10GJQkjRJcZhGTLagFOC62,0.384,79,Most Girls,Hailee Steinfeld,pop
77,0.032,https://api.spotify.com/v1/audio-analysis/5Gu0PDLN4YJeW75PpBSg9p,0.667,174800,0.726,5Gu0PDLN4YJeW75PpBSg9p,0.0,8,0.0745,-4.172,1,0.054,103.001,4,https://api.spotify.com/v1/tracks/5Gu0PDLN4YJeW75PpBSg9p,audio_features,spotify:track:5Gu0PDLN4YJeW75PpBSg9p,0.77,88,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,pop
78,0.4,https://api.spotify.com/v1/audio-analysis/3AEZUABDXNtecAOSC1qTfo,0.761,222560,0.838,3AEZUABDXNtecAOSC1qTfo,0.0,4,0.176,-3.073,0,0.0502,93.974,4,https://api.spotify.com/v1/tracks/3AEZUABDXNtecAOSC1qTfo,audio_features,spotify:track:3AEZUABDXNtecAOSC1qTfo,0.71,81,Reggaetón Lento (Bailemos),CNCO,latino
79,0.0309,https://api.spotify.com/v1/audio-analysis/209gZgcfLq2aUuu51vOWBl,0.792,205520,0.819,209gZgcfLq2aUuu51vOWBl,0.0,5,0.389,-5.418,1,0.0867,89.98,4,https://api.spotify.com/v1/tracks/209gZgcfLq2aUuu51vOWBl,audio_features,spotify:track:209gZgcfLq2aUuu51vOWBl,0.433,83,Hey DJ,CNCO,latino
80,0.0559,https://api.spotify.com/v1/audio-analysis/3QwBODjSEzelZyVjxPOHdq,0.832,209453,0.772,3QwBODjSEzelZyVjxPOHdq,0.000486,10,0.44,-5.429,1,0.1,96.016,4,https://api.spotify.com/v1/tracks/3QwBODjSEzelZyVjxPOHdq,audio_features,spotify:track:3QwBODjSEzelZyVjxPOHdq,0.704,81,Otra Vez (feat. J Balvin),Zion & Lennox,latino
81,0.0767,https://api.spotify.com/v1/audio-analysis/1UZOjK1BwmwWU14Erba9CZ,0.573,231907,0.781,1UZOjK1BwmwWU14Erba9CZ,2.64e-05,8,0.0813,-6.406,1,0.0555,139.934,4,https://api.spotify.com/v1/tracks/1UZOjK1BwmwWU14Erba9CZ,audio_features,spotify:track:1UZOjK1BwmwWU14Erba9CZ,0.343,82,Malibu,Miley Cyrus,pop
82,0.00124,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,0.454,202067,0.708,5Q0Nhxo0l2bP3pNjpGJwV1,0.000181,10,0.0679,-4.526,0,0.0675,192.18,4,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,0.483,75,Party In The U.S.A.,Miley Cyrus,pop
83,0.407,https://api.spotify.com/v1/audio-analysis/2vwlzO0Qp8kfEtzTsCXfyE,0.53,221360,0.422,2vwlzO0Qp8kfEtzTsCXfyE,0.0,5,0.107,-6.262,1,0.0342,119.964,4,https://api.spotify.com/v1/tracks/2vwlzO0Qp8kfEtzTsCXfyE,audio_features,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.349,74,Wrecking Ball,Miley Cyrus,pop
84,0.0038,https://api.spotify.com/v1/audio-analysis/0dXNQ8dckG4eYfEtq9zcva,0.538,197640,0.817,0dXNQ8dckG4eYfEtq9zcva,0.0,8,0.33,-5.202,1,0.0366,145.005,4,https://api.spotify.com/v1/tracks/0dXNQ8dckG4eYfEtq9zcva,audio_features,spotify:track:0dXNQ8dckG4eYfEtq9zcva,0.476,72,All Night,The Vamps,pop
85,0.537,https://api.spotify.com/v1/audio-analysis/6OnYQKTc5fbSGbIpaH4KxL,0.788,192846,0.43,6OnYQKTc5fbSGbIpaH4KxL,0.00261,11,0.0936,-7.757,1,0.0419,121.996,4,https://api.spotify.com/v1/tracks/6OnYQKTc5fbSGbIpaH4KxL,audio_features,spotify:track:6OnYQKTc5fbSGbIpaH4KxL,0.461,76,Hear Me Now,Alok,Unknown
86,0.158,https://api.spotify.com/v1/audio-analysis/4c2W3VKsOFoIg2SFaO6DY5,0.855,180757,0.624,4c2W3VKsOFoIg2SFaO6DY5,0.0,1,0.0513,-4.093,1,0.0488,117.959,4,https://api.spotify.com/v1/tracks/4c2W3VKsOFoIg2SFaO6DY5,audio_features,spotify:track:4c2W3VKsOFoIg2SFaO6DY5,0.962,85,Your Song,Rita Ora,electronic
87,0.00398,https://api.spotify.com/v1/audio-analysis/7iNIg7XDEaYECfWD5dJ9Va,0.744,189467,0.752,7iNIg7XDEaYECfWD5dJ9Va,0.0,8,0.307,-5.316,1,0.0368,104.99,4,https://api.spotify.com/v1/tracks/7iNIg7XDEaYECfWD5dJ9Va,audio_features,spotify:track:7iNIg7XDEaYECfWD5dJ9Va,0.65,78,Friends (with BloodPop®),Justin Bieber,pop
88,0.192,https://api.spotify.com/v1/audio-analysis/1KzGj3xvi9IiY05kBlkm2G,0.677,239293,0.694,1KzGj3xvi9IiY05kBlkm2G,0.0,2,0.178,-4.752,1,0.128,137.847,4,https://api.spotify.com/v1/tracks/1KzGj3xvi9IiY05kBlkm2G,audio_features,spotify:track:1KzGj3xvi9IiY05kBlkm2G,0.287,75,Bad Things (with Camila Cabello),Machine Gun Kelly,hip hop
89,0.463,https://api.spotify.com/v1/audio-analysis/7mldq42yDuxiUNn08nvzHO,0.731,165387,0.469,7mldq42yDuxiUNn08nvzHO,1.04e-06,5,0.103,-7.226,1,0.0326,98.963,4,https://api.spotify.com/v1/tracks/7mldq42yDuxiUNn08nvzHO,audio_features,spotify:track:7mldq42yDuxiUNn08nvzHO,0.631,82,Body Like A Back Road,Sam Hunt,pop
90,0.0549,https://api.spotify.com/v1/audio-analysis/37f4ITSlgPX81ad2EvmVQr,0.564,204013,0.714,37f4ITSlgPX81ad2EvmVQr,0.0,7,0.155,-4.987,1,0.129,175.924,4,https://api.spotify.com/v1/tracks/37f4ITSlgPX81ad2EvmVQr,audio_features,spotify:track:37f4ITSlgPX81ad2EvmVQr,0.33,78,Fight Song,Rachel Platten,pop
91,0.0125,https://api.spotify.com/v1/audio-analysis/0l0CvurVUrr2w3Jj1hOVFc,0.557,213507,0.801,0l0CvurVUrr2w3Jj1hOVFc,1.66e-06,1,0.737,-3.602,0,0.218,92.135,4,https://api.spotify.com/v1/tracks/0l0CvurVUrr2w3Jj1hOVFc,audio_features,spotify:track:0l0CvurVUrr2w3Jj1hOVFc,0.654,74,NO,Meghan Trainor,r&b
92,0.581,https://api.spotify.com/v1/audio-analysis/7gg8MoGsKe1dRnSvxVpP00,0.825,198899,0.495,7gg8MoGsKe1dRnSvxVpP00,4.01e-05,7,0.145,-8.446,1,0.0351,122.052,4,https://api.spotify.com/v1/tracks/7gg8MoGsKe1dRnSvxVpP00,audio_features,spotify:track:7gg8MoGsKe1dRnSvxVpP00,0.881,64,Fresh Eyes,Andy Grammer,pop
93,0.101,https://api.spotify.com/v1/audio-analysis/1j4kHkkpqZRBwE0A4CN4Yv,0.258,239000,0.437,1j4kHkkpqZRBwE0A4CN4Yv,1.27e-06,11,0.106,-6.593,0,0.039,180.043,4,https://api.spotify.com/v1/tracks/1j4kHkkpqZRBwE0A4CN4Yv,audio_features,spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,0.0967,92,Dusk Till Dawn - Radio Edit,ZAYN,r&b
94,0.0457,https://api.spotify.com/v1/audio-analysis/4z7gh3aIZV9arbL9jJSc5J,0.68,213213,0.84,4z7gh3aIZV9arbL9jJSc5J,8.38e-06,9,0.143,-3.823,1,0.0415,104.985,4,https://api.spotify.com/v1/tracks/4z7gh3aIZV9arbL9jJSc5J,audio_features,spotify:track:4z7gh3aIZV9arbL9jJSc5J,0.468,55,Ghost,Ella Henderson,pop
95,0.0352,https://api.spotify.com/v1/audio-analysis/0HMjXBAZmSYOTTi33WpMso,0.655,187427,0.699,0HMjXBAZmSYOTTi33WpMso,0.0,11,0.064,-4.421,1,0.0493,86.704,4,https://api.spotify.com/v1/tracks/0HMjXBAZmSYOTTi33WpMso,audio_features,spotify:track:0HMjXBAZmSYOTTi33WpMso,0.802,74,History,One Direction,pop
96,0.141,https://api.spotify.com/v1/audio-analysis/0EGuSSpuu9wmHCtvb4PdLO,0.657,202221,0.739,0EGuSSpuu9wmHCtvb4PdLO,0.0,2,0.178,-4.081,1,0.274,181.994,4,https://api.spotify.com/v1/tracks/0EGuSSpuu9wmHCtvb4PdLO,audio_features,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,0.543,71,"Sit Still, Look Pretty",Daya,pop
97,0.0223,https://api.spotify.com/v1/audio-analysis/3Du2K5dLzmduCNp6uwuaL0,0.702,203760,0.635,3Du2K5dLzmduCNp6uwuaL0,0.0,11,0.283,-6.917,0,0.265,144.004,4,https://api.spotify.com/v1/tracks/3Du2K5dLzmduCNp6uwuaL0,audio_features,spotify:track:3Du2K5dLzmduCNp6uwuaL0,0.873,83,Sorry Not Sorry,Demi Lovato,pop
98,0.0118,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,0.513,210580,0.768,3cNjgVBKTJ1SvKhunrCdVy,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,4,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,audio_features,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,0.235,77,Please Don't Go,Joel Adams,Unknown
99,0.032,https://api.spotify.com/v1/audio-analysis/6oG7bmUn7ws0qYEJ0eEbeG,0.607,213307,0.718,6oG7bmUn7ws0qYEJ0eEbeG,0.0,4,0.403,-4.095,1,0.0978,101.821,4,https://api.spotify.com/v1/tracks/6oG7bmUn7ws0qYEJ0eEbeG,audio_features,spotify:track:6oG7bmUn7ws0qYEJ0eEbeG,0.551,78,Touch,Little Mix,pop
0,0.0239,https://api.spotify.com/v1/audio-analysis/1pwo8l3Ko7idwaz4LVUEC4,0.773,246240,0.747,1pwo8l3Ko7idwaz4LVUEC4,8.23e-06,5,0.11,-4.061,1,0.0889,126.014,4,https://api.spotify.com/v1/tracks/1pwo8l3Ko7idwaz4LVUEC4,audio_features,spotify:track:1pwo8l3Ko7idwaz4LVUEC4,0.8,79,Shout Out to My Ex,Little Mix,pop
1,0.00433,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,0.536,228133,0.768,2Bs4jQEGMycglOfWPBqrVG,0.0,10,0.114,-5.948,0,0.0347,77.217,4,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,audio_features,spotify:track:2Bs4jQEGMycglOfWPBqrVG,0.545,71,Steal My Girl,One Direction,pop
